sample	aligner	AlignedBases	AlignedBasesPct	AlignedReadLengthMean	AlignedReadLengthMedian	AlignedReadLengthMode	AlignedReadLengthStandardDeviation	ChimericReadPairPct	DeletedBases	DeletedBasesPct	DuplicateBases	DuplicateBasesPct	DuplicateReads	DuplicateReadsPct	FilteredRecords	FilteredRecordsPct	InputFileName	InputFileSize	InsertSizeMean	InsertSizeMedian	InsertSizeMode	InsertSizeStandardDeviation	InsertedBases	InsertedBasesPct	MappedBases	MappedBasesPct	MappedReads	MappedReadsPct	MatchedBases	MatchedBasesPct	MismatchedBases	MismatchedBasesPct	PerfectBases	PerfectBasesPct	PerfectReads	PerfectReadsPct	Q20Bases	Q20BasesPct	Q30Bases	Q30BasesPct	R1AlignedBases	R1AlignedBasesPct	R1AlignedReadLengthMean	R1AlignedReadLengthMedian	R1AlignedReadLengthMode	R1AlignedReadLengthStandardDeviation	R1DeletedBases	R1DeletedBasesPct	R1InsertedBases	R1InsertedBasesPct	R1MappedBases	R1MappedBasesPct	R1MappedReads	R1MappedReadsPct	R1MatchedBases	R1MatchedBasesPct	R1MismatchedBases	R1MismatchedBasesPct	R1PerfectBases	R1PerfectBasesPct	R1PerfectReads	R1PerfectReadsPct	R1Q20Bases	R1Q20BasesPct	R1Q30Bases	R1Q30BasesPct	R1SoftClippedBases	R1SoftClippedBasesPct	R1SoftClippedReads	R1SoftClippedReadsPct	R1UnmappedBases	R1UnmappedBasesPct	R1UnmappedReads	R1UnmappedReadsPct	R1UnpairedReads	R1UnpairedReadsPct	R1YieldBases	R1YieldReads	R2AlignedBases	R2AlignedBasesPct	R2AlignedReadLengthMean	R2AlignedReadLengthMedian	R2AlignedReadLengthMode	R2AlignedReadLengthStandardDeviation	R2DeletedBases	R2DeletedBasesPct	R2InsertedBases	R2InsertedBasesPct	R2MappedBases	R2MappedBasesPct	R2MappedReads	R2MappedReadsPct	R2MatchedBases	R2MatchedBasesPct	R2MismatchedBases	R2MismatchedBasesPct	R2PerfectBases	R2PerfectBasesPct	R2PerfectReads	R2PerfectReadsPct	R2Q20Bases	R2Q20BasesPct	R2Q30Bases	R2Q30BasesPct	R2SoftClippedBases	R2SoftClippedBasesPct	R2SoftClippedReads	R2SoftClippedReadsPct	R2UnmappedBases	R2UnmappedBasesPct	R2UnmappedReads	R2UnmappedReadsPct	R2UnpairedReads	R2UnpairedReadsPct	R2YieldBases	R2YieldReads	SoftClippedBases	SoftClippedBasesPct	SoftClippedReads	SoftClippedReadsPct	TotalPairs	TotalRecords	TotalSameChrPairs	TotalSameChrPairsPct	UnfilteredRecords	UnfilteredRecordsPct	UnmappedBases	UnmappedBasesPct	UnmappedReads	UnmappedReadsPct	UnpairedReads	UnpairedReadsPct	WgsAlignedReads	WgsAlignedReadsPct	WgsCalculatedAlignedReads	WgsCovDuplicateReads	WgsCovDuplicateReadsPct	WgsCoverageBases1	WgsCoverageBases10	WgsCoverageBases100	WgsCoverageBases1000	WgsCoverageBases1000Pct	WgsCoverageBases100Pct	WgsCoverageBases10Pct	WgsCoverageBases15	WgsCoverageBases15Pct	WgsCoverageBases1Pct	WgsCoverageBases20	WgsCoverageBases20Pct	WgsCoverageBases30	WgsCoverageBases30Pct	WgsCoverageBases40	WgsCoverageBases40Pct	WgsCoverageBases50	WgsCoverageBases500	WgsCoverageBases500Pct	WgsCoverageBases50Pct	WgsCoverageBases60	WgsCoverageBases60Pct	WgsCoverageBases70	WgsCoverageBases70Pct	WgsCoverageMean	WgsCoverageMedian	WgsCoverageStandardDeviation	WgsExpectedAlignedReads	WgsFilteredLowBaseQualityBases	WgsFilteredOverlapBases	WgsReadsPaired	WgsReadsPairedWithMates	WgsTotalReads	YieldBases	YieldReads
20260507-LH01106-0005-A23K3JVLT4-s77744-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10958618169	98.483804	149.52285	151	151	10.126846	6.569294	4829350	0.044069	8075029718	72.965733	53477018	72.965733	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77744-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77744-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	919329712	562.404991	512	377	253.326266	4375239	0.039925	11127330279	100.0	73690929	100.0	10899313991	99.458835	54928939	0.50124	7529365396	67.665516	50129546	68.026753	10816765675	98.705562	10385532435	94.770456	5495554608	98.810203	149.889406	151	151	8.745024	2355769	0.042867	2174480	0.039568	5561727885	100.0	36832635	100.0	5471688516	99.56572	21691612	0.394712	3975929747	71.487312	26440911	71.78664	5456654491	99.292153	5301401075	96.46708	40718905	0.732127	1027730	2.79027	0	0.0	0	0.0	0	0.0	5561727885	36832635	5463063561	98.157633	149.155918	151	151	11.33085	2473581	0.045278	2200759	0.040284	5565602394	100.0	36858294	100.0	5427625475	99.351315	33237327	0.608401	3553435649	63.84638	23688635	64.269483	5360111184	98.115483	5084131360	93.063742	67542318	1.213567	1668674	4.527269	0	0.0	0	0.0	20524	0.055684	5565602394	36858294	108261223	0.972931	2696404	3.659072	36837770	73690929	35939908	97.508333	73690929	100.0	0	0.0	0	0.0	0	0.0	73290592	99.456735	19813574	53477018	72.569336	1688057870	4973166	291040	16061	0.000518	0.009389	0.160431	2601475	0.083922	54.455541	1732222	0.05588	1038845	0.033512	767878	0.024771	616606	39898	0.001287	0.019891	510554	0.01647	432436	0.01395	0.949168	1	72.981471	73290592	0	0	73290592	73215134	73690929	11127330279	73690929
20260507-LH01106-0005-A23K3JVLT4-s77744-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11180419847	98.506537	149.553432	151	151	10.04009	6.345344	4963055	0.044391	8316506804	73.671968	55076204	73.671968	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77744-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77744-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	890591905	562.434766	512	387	254.697919	4451111	0.039812	11349926778	100.0	75165078	100.0	11122974394	99.486196	52994342	0.473992	7824028644	68.934618	52086070	69.295571	11051460839	98.846564	10653156009	95.284043	5605706235	98.815221	149.891281	151	151	8.743443	2430219	0.043353	2220122	0.039605	5672917792	100.0	37568992	100.0	5582176502	99.580254	21309611	0.380141	4112124596	72.486941	27345511	72.787449	5570154113	99.365787	5428262779	96.834592	41464396	0.730918	1045208	2.782103	0	0.0	0	0.0	0	0.0	5672917792	37568992	5574713612	98.198076	149.215236	151	151	11.178341	2532836	0.045434	2230989	0.04002	5677008986	100.0	37596086	100.0	5540797892	99.391615	31684731	0.568365	3711904048	65.384854	24740559	65.806209	5481306726	98.324454	5224893230	93.724873	66679155	1.174547	1633634	4.345224	0	0.0	0	0.0	20350	0.054128	5677008986	37596086	108143551	0.952813	2678842	3.563945	37575736	75165078	36694918	97.603027	75165078	100.0	0	0.0	0	0.0	0	0.0	74758698	99.45935	19682494	55076204	73.27366	1682761758	4953827	290103	15956	0.000515	0.009359	0.159807	2607195	0.084106	54.284728	1741802	0.056189	1043222	0.033654	764957	0.024677	615225	39669	0.00128	0.019847	510378	0.016464	430026	0.013872	0.943071	1	68.701631	74758698	0	0	74758698	74683270	75165078	11349926778	75165078
20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11382444938	98.569043	149.57626	151	151	9.916156	9.13308	4883532	0.042904	9135404417	79.501979	60499367	79.501979	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	899858552	622.245368	569	459	275.026482	4399450	0.038651	11547687401	100.0	76474751	100.0	11321854791	99.467688	56190697	0.493661	7871629158	68.166282	52375481	68.487285	11235669322	98.710509	10803760534	94.915992	5710389142	98.926032	149.98911	151	151	8.298491	2377020	0.041626	2191102	0.03837	5772382700	100.0	38227700	100.0	5686136449	99.575288	22061591	0.386341	4162169589	72.104879	27658192	72.35118	5671754721	99.323436	5522585569	96.711195	38486633	0.666737	994200	2.600732	0	0.0	0	0.0	0	0.0	5772382700	38227700	5672055796	98.212234	149.162909	151	151	11.291128	2506512	0.044191	2208348	0.038934	5775304701	100.0	38247051	100.0	5635718342	99.35936	34129106	0.601706	3709459569	64.229677	24717289	64.625346	5563914601	98.093439	5281174965	93.108657	69857067	1.209582	1708222	4.466284	0	0.0	0	0.0	19550	0.051115	5775304701	38247051	108343700	0.938229	2702422	3.533744	38227501	76474751	37180223	97.210692	76474751	100.0	0	0.0	0	0.0	0	0.0	76097938	99.507271	15598571	60499367	79.11025	1415245216	4484801	178060	9691	0.000313	0.005744	0.144677	2422374	0.078144	45.65484	1622112	0.052328	954325	0.030786	668240	0.021557	496614	30564	0.000986	0.01602	386176	0.012458	313277	0.010106	0.745463	0	89.482161	76097938	0	0	76097938	76015752	76474751	11547687401	76474751
20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11474364800	98.537099	149.538408	151	151	10.030044	9.547753	4951327	0.043151	9135276671	78.844038	60498521	78.844038	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	953144947	625.41898	572	457	276.327471	4438551	0.038682	11644715471	100.0	77117321	100.0	11410273960	99.441443	59652289	0.519874	7819294438	67.148866	52031367	67.470403	11308995932	98.558797	10829676381	94.381489	5757741364	98.915629	149.983942	151	151	8.31766	2417461	0.041986	2202990	0.038261	5820861099	100.0	38548749	100.0	5732838854	99.567495	22699520	0.394243	4161559961	71.493889	27655544	71.741742	5715165712	99.260549	5549624652	96.385445	39005488	0.670098	1004465	2.605701	0	0.0	0	0.0	0	0.0	5820861099	38548749	5716623436	98.158763	149.092336	151	151	11.47433	2533866	0.044325	2235561	0.039106	5823854372	100.0	38568572	100.0	5677435106	99.314485	36952769	0.646409	3657734477	62.806077	24375823	63.201259	5593830220	97.851997	5280051729	92.363119	73145253	1.25596	1800844	4.669201	0	0.0	0	0.0	21018	0.054495	5823854372	38568572	112150741	0.963104	2805309	3.637716	38547554	77117321	37414019	97.006493	77117321	100.0	0	0.0	0	0.0	0	0.0	76731891	99.500203	16233370	60498521	78.449978	1451721509	4591261	183015	10257	0.000331	0.005904	0.148112	2485412	0.080178	46.831894	1665995	0.053744	982460	0.031694	688082	0.022197	513314	31464	0.001015	0.016559	400042	0.012905	325166	0.01049	0.775653	0	99.757586	76731891	0	0	76731891	76646822	77117321	11644715471	77117321
20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-3-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11456482981	98.55732	149.564478	151	151	9.939781	9.336388	4951212	0.043218	9146619338	79.078933	60573638	79.078933	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-3-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-3-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	936024421	622.602776	569	425	274.443529	4436328	0.038723	11624182793	100.0	76981343	100.0	11393317906	99.448652	58728747	0.512625	7827077492	67.334432	52079086	67.651569	11297422591	98.611612	10834284560	94.569028	5747932593	98.923048	149.989438	151	151	8.297462	2399725	0.041749	2204088	0.038346	5810508992	100.0	38480192	100.0	5723297187	99.571404	22431318	0.39025	4170499285	71.775111	27714416	72.022551	5707074620	99.289171	5547836458	96.518816	38727006	0.666499	997805	2.593035	0	0.0	0	0.0	0	0.0	5810508992	38480192	5708550388	98.19179	149.139011	151	151	11.33245	2551487	0.044696	2232240	0.039103	5813673801	100.0	38501151	100.0	5670020719	99.325053	36297429	0.635843	3656578207	62.896171	24364670	63.282965	5590347971	97.929379	5286448102	92.605789	71232520	1.225258	1756651	4.562593	0	0.0	0	0.0	20259	0.052619	5813673801	38501151	109959526	0.945955	2754456	3.578083	38480892	76981343	37395236	97.127579	76981343	100.0	0	0.0	0	0.0	0	0.0	76598957	99.503274	16025319	60573638	78.686128	1441066767	4569315	179515	10073	0.000325	0.005791	0.147403	2475033	0.079843	46.487874	1654576	0.053376	972357	0.031368	673925	0.02174	504197	31222	0.001007	0.016265	392161	0.012651	316721	0.010217	0.765884	0	95.178131	76598957	0	0	76598957	76515970	76981343	11624182793	76981343
20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-4-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11452378705	98.541421	149.5487	151	151	9.97959	9.663254	4971227	0.043408	9187066500	79.448711	60841500	79.448711	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-4-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-4-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	959434456	617.709067	566	439	270.821367	4467970	0.039013	11621893180	100.0	76966180	100.0	11387712047	99.435343	60198688	0.525644	7786653987	66.999876	51810316	67.315691	11283888777	98.528778	10795261074	94.262173	5746310079	98.916123	149.98706	151	151	8.292194	2417429	0.042069	2218001	0.038599	5809275473	100.0	38472023	100.0	5721195526	99.562945	22896552	0.398457	4145074511	71.352693	27544852	71.597098	5702586967	99.23911	5532616120	96.281197	38807810	0.668032	1008861	2.622324	0	0.0	0	0.0	0	0.0	5809275473	38472023	5706068626	98.166935	149.10983	151	151	11.405034	2553798	0.044756	2249969	0.039431	5812617707	100.0	38494157	100.0	5666516521	99.306841	37302136	0.653727	3641579476	62.649561	24265464	63.036746	5581301810	97.813436	5262644954	92.228911	72332179	1.244399	1792783	4.657286	0	0.0	0	0.0	21578	0.056055	5812617707	38494157	111139989	0.956298	2801644	3.640098	38472579	76966180	37353438	97.036644	76966180	100.0	0	0.0	0	0.0	0	0.0	76579594	99.49772	15738094	60841500	79.049655	1417513496	4558353	178506	9861	0.000318	0.005758	0.147049	2468291	0.079625	45.728059	1653017	0.053325	966160	0.031168	674830	0.02177	503533	31254	0.001008	0.016244	392119	0.01265	315327	0.010172	0.751739	0	96.645606	76579594	0	0	76579594	76494864	76966180	11621893180	76966180
20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11473781067	98.543735	149.541285	151	151	10.003492	9.579944	4936675	0.043026	9135608267	78.852428	60500717	78.852428	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	969230585	621.948161	569	447	273.130151	4449101	0.038776	11643338955	100.0	77108205	100.0	11408503534	99.431072	60828432	0.530152	7781219173	66.829792	51775710	67.146823	11301608700	98.499428	10805324926	94.174055	5757763635	98.924511	149.993189	151	151	8.259641	2407132	0.041807	2208931	0.038364	5820360987	100.0	38545437	100.0	5732585836	99.562716	22968868	0.39892	4148078395	71.268404	27564577	71.511907	5713127427	99.224765	5539964696	96.2173	38648299	0.664019	1006289	2.610657	0	0.0	0	0.0	0	0.0	5820360987	38545437	5716017432	98.16313	149.088826	151	151	11.469439	2529543	0.044254	2240170	0.039191	5822977968	100.0	38562768	100.0	5675917698	99.298467	37859564	0.662342	3633140778	62.393174	24211133	62.783701	5588481273	97.768793	5265360230	92.115888	73273795	1.258356	1815760	4.708583	0	0.0	0	0.0	20695	0.053666	5822977968	38562768	111922094	0.961254	2822049	3.659856	38542073	77108205	37423176	97.044839	77108205	100.0	0	0.0	0	0.0	0	0.0	76726511	99.504989	16225794	60500717	78.4621	1451181435	4617818	180239	10211	0.000329	0.005814	0.148968	2485272	0.080173	46.814107	1655237	0.053397	975128	0.031457	683009	0.022033	514059	31349	0.001011	0.016583	398451	0.012854	321056	0.010357	0.775241	0	99.738594	76726511	0	0	76726511	76640580	77108205	11643338955	77108205
20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11500288120	98.552766	149.55566	151	151	9.964486	9.394677	4952055	0.04306	9195652058	79.195356	60898358	79.195356	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	950503682	623.777287	570	436	275.780452	4452043	0.038712	11669168260	100.0	77279260	100.0	11436354435	99.444069	59481642	0.517219	7844233767	67.221876	52194875	67.540599	11335983486	98.5713	10858693265	94.421054	5770235604	98.920702	149.987037	151	151	8.294554	2400268	0.041597	2205869	0.038228	5833193118	100.0	38630418	100.0	5745283634	99.567575	22746101	0.394197	4170121461	71.489515	27711988	71.736185	5727394436	99.257549	5561189476	96.377165	38970258	0.668078	1010746	2.616451	0	0.0	0	0.0	0	0.0	5833193118	38630418	5730052516	98.185006	149.123758	151	151	11.377459	2551787	0.044533	2246174	0.0392	5835975142	100.0	38648842	100.0	5691070801	99.319697	36735541	0.641103	3674112306	62.956271	24482887	63.347013	5608589050	97.880238	5297503789	92.451226	72094247	1.235342	1784016	4.615962	0	0.0	0	0.0	20675	0.053494	5835975142	38648842	111064505	0.951777	2794762	3.616445	38628167	77279260	37532489	97.111549	77279260	100.0	0	0.0	0	0.0	0	0.0	76896375	99.504544	15998017	60898358	78.802978	1438629787	4527475	178111	10221	0.00033	0.005746	0.146053	2454235	0.079172	46.409222	1637637	0.052829	961436	0.031015	671512	0.021663	502720	31079	0.001003	0.016217	395413	0.012756	319950	0.010321	0.764446	0	95.633408	76896375	0	0	76896375	76811306	77279260	11669168260	77279260
20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11375391281	98.521379	149.520992	151	151	10.088881	9.685758	4920761	0.043258	9044707022	78.732381	59898722	78.732381	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	945115566	621.649994	569	450	272.883617	4438358	0.039017	11546114585	100.0	76464335	100.0	11311548862	99.438767	59404061	0.522216	7728708165	66.93774	51433406	67.26457	11211412378	98.558477	10739795154	94.412534	5708599119	98.91097	149.97735	151	151	8.34151	2370637	0.041527	2191314	0.038386	5771451936	100.0	38221536	100.0	5683691830	99.563688	22715975	0.397926	4111716128	71.242318	27324896	71.490837	5666134560	99.25613	5503041958	96.399166	38925206	0.674444	1007162	2.635064	0	0.0	0	0.0	0	0.0	5771451936	38221536	5666792162	98.132004	149.064067	151	151	11.559108	2550124	0.045001	2247044	0.039653	5774662649	100.0	38242799	100.0	5627857032	99.312925	36688086	0.647422	3616992037	62.635556	24108510	63.040652	5545277818	97.855677	5236753196	92.411245	73596054	1.274465	1810873	4.7352	0	0.0	0	0.0	21011	0.054941	5774662649	38242799	112521260	0.974538	2818035	3.685424	38221788	76464335	37085163	96.972931	76464335	100.0	0	0.0	0	0.0	0	0.0	76078891	99.495917	16180169	59898722	78.335504	1447077411	4617336	180123	10206	0.000329	0.005811	0.148952	2505239	0.080817	46.681718	1676375	0.054079	976167	0.03149	682986	0.022033	512483	31387	0.001013	0.016532	398382	0.012852	321394	0.010368	0.772875	0	100.787407	76078891	0	0	76078891	75992404	76464335	11546114585	76464335
20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11571270577	98.553501	149.560843	151	151	9.961779	9.294388	5004153	0.043246	9267070679	79.323594	61371329	79.323594	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77745-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	911622034	622.097695	569	428	274.890001	4443304	0.038399	11741105566	100.0	77755666	100.0	11509938026	99.469958	56889247	0.491642	8016466119	68.276927	53341985	68.602055	11422168982	98.71145	10986537547	94.946683	5805162592	98.909681	149.975098	151	151	8.350378	2450068	0.042205	2201018	0.037915	5869155127	100.0	38868577	100.0	5780815311	99.580593	22146263	0.381493	4244004198	72.310309	28203204	72.560423	5766371325	99.33178	5617589566	96.768858	39671418	0.675931	1021235	2.627405	0	0.0	0	0.0	0	0.0	5869155127	38868577	5766107985	98.197491	149.146088	151	151	11.333008	2554085	0.044295	2242286	0.038887	5871950439	100.0	38887089	100.0	5729122715	99.358575	34742984	0.602538	3772461921	64.245466	25138781	64.645572	5655797657	98.086919	5368947981	93.112165	71673721	1.220612	1756244	4.516265	0	0.0	0	0.0	20720	0.053282	5871950439	38887089	111345139	0.948336	2777479	3.57206	38866369	77755666	37772479	97.133727	77755666	100.0	0	0.0	0	0.0	0	0.0	77368316	99.501837	15996987	61371329	78.928433	1438800543	4587890	180694	10069	0.000325	0.005829	0.148002	2483785	0.080125	46.414671	1652647	0.053313	967351	0.031206	672196	0.021685	507426	31446	0.001014	0.016369	395505	0.012759	317764	0.010251	0.76439	0	94.701996	77368316	0	0	77368316	77283232	77755666	11741105566	77755666
20260507-LH01106-0005-A23K3JVLT4-s77748-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	9743673097	98.427264	149.39085	151	151	10.990035	7.009548	3804632	0.039047	7607503669	77.244313	50380819	77.244313	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77748-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77748-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	764862812	582.425609	529	423	262.227001	3542712	0.036359	9899364002	100.0	65558702	100.0	9695807291	99.50875	44323094	0.454891	6957586278	70.283164	46367297	70.72638	9626475663	98.797195	9277215716	95.212715	4879118574	98.785237	149.801191	151	151	9.540367	1829145	0.037489	1751107	0.03589	4939117135	100.0	32709385	100.0	4859468638	99.597265	17898829	0.366846	3632917603	73.553988	24178688	73.919727	4845127049	99.303327	4714765943	96.63151	39045952	0.790545	895969	2.73918	0	0.0	0	0.0	0	0.0	4939117135	32709385	4864554523	98.070815	148.981532	151	151	12.252895	1975487	0.04061	1791605	0.03683	4960246867	100.0	32849317	100.0	4836338653	99.41997	26424265	0.5432	3324668675	67.026274	22188609	67.546637	4781348614	98.289547	4562449773	93.789673	65907141	1.328707	1479560	4.504081	0	0.0	0	0.0	140657	0.428189	4960246867	32849317	104953093	1.0602	2375529	3.623514	32708660	65558702	31983480	97.364216	65558702	100.0	0	0.0	0	0.0	0	0.0	65222690	99.487464	14841871	50380819	76.848408	1385874630	4085472	209711	6943	0.000224	0.006765	0.131794	2177724	0.070252	44.707309	1423313	0.045915	844057	0.027229	615457	0.019854	490319	23578	0.000761	0.015817	402396	0.012981	337167	0.010877	0.708051	0	56.501636	65222690	0	0	65222690	65026798	65558702	9899364002	65558702
20260507-LH01106-0005-A23K3JVLT4-s77748-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	9791246451	98.402724	149.35454	151	151	11.090603	7.290521	3801432	0.038825	7573635728	76.508187	50156528	76.508187	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s77748-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s77748-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	805076708	585.316736	532	405	263.492361	3536432	0.036118	9950178220	100.0	65895220	100.0	9740963599	99.486451	46746420	0.477431	6903470334	69.380369	46010459	69.823667	9660236376	98.661967	9274722392	94.724634	4903083576	98.790783	149.800577	151	151	9.538914	1830820	0.03734	1735406	0.035394	4963098200	100.0	32868200	100.0	4882990716	99.5902	18357454	0.374406	3624168593	73.022303	24120521	73.385585	4865926460	99.242168	4722427209	96.315454	39258013	0.790998	903700	2.749466	0	0.0	0	0.0	0	0.0	4963098200	32868200	4888162875	98.016532	148.909801	151	151	12.430715	1970612	0.040314	1801026	0.036845	4987080020	100.0	33027020	100.0	4857972883	99.382386	28388966	0.58077	3279301741	65.755948	21889938	66.278877	4794309916	98.079995	4552295183	93.128959	68613559	1.375826	1550737	4.695359	0	0.0	0	0.0	156416	0.4736	4987080020	33027020	107871572	1.084117	2454437	3.724757	32870604	65895220	32093597	97.17376	65895220	100.0	0	0.0	0	0.0	0	0.0	65557073	99.486841	15400545	50156528	76.115579	1421241818	4137701	219735	7434	0.00024	0.007088	0.133479	2205929	0.071162	45.848233	1449299	0.046753	858294	0.027688	626873	0.020222	495966	24456	0.000789	0.016	409197	0.0132	344874	0.011125	0.734615	0	62.978841	65557073	0	0	65557073	65343612	65895220	9950178220	65895220
