sample	aligner	AlignedBases	AlignedBasesPct	AlignedReadLengthMean	AlignedReadLengthMedian	AlignedReadLengthMode	AlignedReadLengthStandardDeviation	ChimericReadPairPct	DeletedBases	DeletedBasesPct	DuplicateBases	DuplicateBasesPct	DuplicateReads	DuplicateReadsPct	FilteredRecords	FilteredRecordsPct	InputFileName	InputFileSize	InsertSizeMean	InsertSizeMedian	InsertSizeMode	InsertSizeStandardDeviation	InsertedBases	InsertedBasesPct	MappedBases	MappedBasesPct	MappedReads	MappedReadsPct	MatchedBases	MatchedBasesPct	MismatchedBases	MismatchedBasesPct	PerfectBases	PerfectBasesPct	PerfectReads	PerfectReadsPct	Q20Bases	Q20BasesPct	Q30Bases	Q30BasesPct	R1AlignedBases	R1AlignedBasesPct	R1AlignedReadLengthMean	R1AlignedReadLengthMedian	R1AlignedReadLengthMode	R1AlignedReadLengthStandardDeviation	R1DeletedBases	R1DeletedBasesPct	R1InsertedBases	R1InsertedBasesPct	R1MappedBases	R1MappedBasesPct	R1MappedReads	R1MappedReadsPct	R1MatchedBases	R1MatchedBasesPct	R1MismatchedBases	R1MismatchedBasesPct	R1PerfectBases	R1PerfectBasesPct	R1PerfectReads	R1PerfectReadsPct	R1Q20Bases	R1Q20BasesPct	R1Q30Bases	R1Q30BasesPct	R1SoftClippedBases	R1SoftClippedBasesPct	R1SoftClippedReads	R1SoftClippedReadsPct	R1UnmappedBases	R1UnmappedBasesPct	R1UnmappedReads	R1UnmappedReadsPct	R1UnpairedReads	R1UnpairedReadsPct	R1YieldBases	R1YieldReads	R2AlignedBases	R2AlignedBasesPct	R2AlignedReadLengthMean	R2AlignedReadLengthMedian	R2AlignedReadLengthMode	R2AlignedReadLengthStandardDeviation	R2DeletedBases	R2DeletedBasesPct	R2InsertedBases	R2InsertedBasesPct	R2MappedBases	R2MappedBasesPct	R2MappedReads	R2MappedReadsPct	R2MatchedBases	R2MatchedBasesPct	R2MismatchedBases	R2MismatchedBasesPct	R2PerfectBases	R2PerfectBasesPct	R2PerfectReads	R2PerfectReadsPct	R2Q20Bases	R2Q20BasesPct	R2Q30Bases	R2Q30BasesPct	R2SoftClippedBases	R2SoftClippedBasesPct	R2SoftClippedReads	R2SoftClippedReadsPct	R2UnmappedBases	R2UnmappedBasesPct	R2UnmappedReads	R2UnmappedReadsPct	R2UnpairedReads	R2UnpairedReadsPct	R2YieldBases	R2YieldReads	SoftClippedBases	SoftClippedBasesPct	SoftClippedReads	SoftClippedReadsPct	TotalPairs	TotalRecords	TotalSameChrPairs	TotalSameChrPairsPct	UnfilteredRecords	UnfilteredRecordsPct	UnmappedBases	UnmappedBasesPct	UnmappedReads	UnmappedReadsPct	UnpairedReads	UnpairedReadsPct	WgsAlignedReads	WgsAlignedReadsPct	WgsCalculatedAlignedReads	WgsCovDuplicateReads	WgsCovDuplicateReadsPct	WgsCoverageBases1	WgsCoverageBases10	WgsCoverageBases100	WgsCoverageBases1000	WgsCoverageBases1000Pct	WgsCoverageBases100Pct	WgsCoverageBases10Pct	WgsCoverageBases15	WgsCoverageBases15Pct	WgsCoverageBases1Pct	WgsCoverageBases20	WgsCoverageBases20Pct	WgsCoverageBases30	WgsCoverageBases30Pct	WgsCoverageBases40	WgsCoverageBases40Pct	WgsCoverageBases50	WgsCoverageBases500	WgsCoverageBases500Pct	WgsCoverageBases50Pct	WgsCoverageBases60	WgsCoverageBases60Pct	WgsCoverageBases70	WgsCoverageBases70Pct	WgsCoverageMean	WgsCoverageMedian	WgsCoverageStandardDeviation	WgsExpectedAlignedReads	WgsFilteredLowBaseQualityBases	WgsFilteredOverlapBases	WgsReadsPaired	WgsReadsPairedWithMates	WgsTotalReads	YieldBases	YieldReads
20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10768228	33.870559	75.127871	78	78	12.93139	100.0	1030	0.009565	21263518	98.24603	140818	98.24603	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	8593672	0.0	0	0	0.0	6650	0.061756	31792295	100.0	210545	100.0	10716397	99.518667	45181	0.419577	8688056	27.327552	117683	55.894464	9166482	85.125259	5879459	54.60006	5597396	51.679745	78.079958	78	78	1.377253	7	0.000125	23	0.000411	10830928	100.0	71728	100.0	5595767	99.970897	1606	0.028692	5482397	50.61798	70285	97.988233	5503592	98.324149	5022403	89.727491	5227492	48.264489	71677	99.928898	0	0.0	0	0.0	0	0.0	10830928	71728	5170832	24.668391	72.173971	69	69	17.753951	1023	0.019784	6627	0.128161	20961367	100.0	138817	100.0	5120630	99.029131	43575	0.842708	3205659	15.293177	47398	34.144233	3662890	70.837536	857056	16.574818	5647412	26.942002	68909	49.640174	0	0.0	0	0.0	24	0.017289	20961367	138817	10874904	34.206099	140586	66.772424	138793	210545	138433	99.723377	210545	100.0	0	0.0	0	0.0	0	0.0	143332	68.076658	2514	140818	66.882614	3786	395	324	77	3e-06	1.1e-05	1.3e-05	383	1.3e-05	0.000125	370	1.2e-05	362	1.2e-05	357	1.2e-05	346	181	6e-06	1.1e-05	340	1.1e-05	336	1.1e-05	7.3e-05	0	0.242803	143332	0	0	143332	143254	210545	31792295	210545
20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10639783	33.781667	74.890604	78	78	12.983359	100.0	862	0.008102	21071899	98.224831	139549	98.224831	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	8537647	0.0	0	0	0.0	6700	0.062971	31495731	100.0	208581	100.0	10588563	99.518599	44520	0.41843	8611222	27.340918	116976	56.08181	9080569	85.345434	5795392	54.469081	5547610	51.662316	78.070477	78	78	1.460645	9	0.000162	24	0.000433	10738214	100.0	71114	100.0	5546001	99.970997	1585	0.028571	5434663	50.610493	69678	97.980707	5452652	98.288308	4955943	89.334741	5182299	48.260344	71047	99.905785	0	0.0	0	0.0	0	0.0	10738214	71114	5092173	24.531706	71.708627	69	69	17.744597	853	0.016751	6676	0.131103	20757517	100.0	137467	100.0	5042562	99.02574	42935	0.843157	3176559	15.303174	47298	34.406803	3627917	71.244968	839449	16.485084	5630639	27.125783	68313	49.694108	0	0.0	0	0.0	11	0.008002	20757517	137467	10812938	34.33144	139360	66.813372	137456	208581	137040	99.68938	208581	100.0	0	0.0	0	0.0	0	0.0	142071	68.113107	2522	139549	66.903985	4246	396	324	78	3e-06	1.1e-05	1.3e-05	387	1.3e-05	0.00014	382	1.3e-05	369	1.2e-05	359	1.2e-05	353	170	6e-06	1.2e-05	343	1.1e-05	339	1.1e-05	7.3e-05	0	0.245102	142071	0	0	142071	142010	208581	31495731	208581
20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10646014	33.763896	74.984075	78	78	12.695136	99.882029	913	0.008576	21054534	98.208865	139434	98.208865	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	8557679	0.0	0	0	0.0	6595	0.061948	31530763	100.0	208813	100.0	10594039	99.511789	45380	0.426263	8558767	27.14418	115915	55.511391	9069467	85.191199	5718408	53.714076	5542676	51.657046	78.053766	78	78	1.386217	17	0.000307	35	0.000631	10729758	100.0	71058	100.0	5541049	99.970646	1592	0.028723	5430435	50.610974	69634	97.996003	5445500	98.246767	4915533	88.685195	5179985	48.276811	71001	99.919784	0	0.0	0	0.0	0	0.0	10729758	71058	5103338	24.534093	71.912437	69	70	17.368085	896	0.017557	6560	0.128543	20801005	100.0	137755	100.0	5052990	99.01343	43788	0.858027	3128332	15.039331	46281	33.596603	3623967	71.011699	802875	15.73235	5612528	26.982004	68386	49.643207	0	0.0	0	0.0	16	0.011615	20801005	137755	10792513	34.228518	139387	66.75207	137739	208813	137319	99.683496	208813	100.0	0	0.0	0	0.0	0	0.0	141977	67.992414	2543	139434	66.774578	3868	396	325	77	3e-06	1.1e-05	1.3e-05	391	1.3e-05	0.00013	383	1.3e-05	372	1.2e-05	360	1.2e-05	354	174	6e-06	1.2e-05	344	1.2e-05	334	1.1e-05	7.4e-05	0	0.244	141977	0	0	141977	141910	208813	31530763	208813
20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	10807556	33.723888	74.710051	77	78	13.611926	83.222591	948	0.008772	21480052	98.335407	142252	98.335407	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-LSMC-NTC-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	8717805	186.009901	179	19	128.101017	9086	0.084071	32047183	100.0	212233	100.0	10749879	99.466327	48591	0.449602	8720919	27.212748	118993	56.067153	9297404	86.026887	5879542	54.402142	5647183	51.676887	78.067697	78	78	1.916974	14	0.000248	31	0.000549	10927870	100.0	72370	100.0	5645539	99.970888	1613	0.028563	5534686	50.647436	70969	98.064115	5543968	98.172275	4973955	88.078516	5275704	48.277514	72313	99.921238	0	0.0	0	0.0	0	0.0	10927870	72370	5160373	24.434379	71.351755	69	69	18.557413	934	0.018099	9055	0.175472	21119313	100.0	139863	100.0	5104340	98.914168	46978	0.910361	3186233	15.086821	48024	34.336458	3753436	72.73575	905587	17.548867	5760400	27.275508	69239	49.504873	0	0.0	0	0.0	22	0.01573	21119313	139863	11036104	34.437049	141552	66.696508	139841	212233	139351	99.633927	212233	100.0	0	0.0	0	0.0	0	0.0	144660	68.160936	2408	142252	67.026334	6894	397	323	76	2e-06	1e-05	1.3e-05	392	1.3e-05	0.000223	383	1.2e-05	368	1.2e-05	356	1.2e-05	348	161	5e-06	1.1e-05	342	1.1e-05	335	1.1e-05	6.9e-05	0	0.229767	144660	0	0	144660	144620	212233	32047183	212233
20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11452034360	98.678559	149.663209	151	151	9.656591	8.009307	4305218	0.037593	8966476489	77.60278	59380639	77.60278	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-1-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	912057670	606.190564	552	411	271.711058	3769366	0.032914	11605392806	100.0	76856906	100.0	11395846758	99.509366	52418236	0.45772	8144264005	70.176548	54183965	70.4998	11302989622	98.69853	10857848299	94.811524	5744724775	99.019916	150.060192	151	151	8.056674	2084624	0.036288	1863671	0.032441	5801585194	100.0	38421094	100.0	5722814765	99.618606	20046339	0.348952	4301854439	74.149638	28585927	74.401648	5704550566	99.300677	5545226529	96.527279	35978478	0.620149	912480	2.374945	0	0.0	0	0.0	0	0.0	5801585194	38421094	5707309585	98.337332	149.265739	151	151	11.014015	2220594	0.038908	1905695	0.03339	5803807612	100.0	38435812	100.0	5673031993	99.399409	32371897	0.567201	3842409566	66.204978	25598038	66.599446	5598439056	98.092437	5312621770	93.084521	66311013	1.142543	1616009	4.204436	0	0.0	0	0.0	14600	0.037985	5803807612	38435812	102289491	0.881396	2528489	3.289866	38421212	76856906	37428100	97.378195	76856906	100.0	0	0.0	0	0.0	0	0.0	76518701	99.559955	17138062	59380639	77.261293	1533204709	4056923	188921	9781	0.000316	0.006094	0.130873	2058615	0.066409	49.460083	1359316	0.043851	833993	0.026904	615429	0.019853	481090	31995	0.001032	0.01552	385784	0.012445	317843	0.010253	0.82115	0	85.177895	76518701	0	0	76518701	76445530	76856906	11605392806	76856906
20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11477119288	98.642827	149.6196	151	151	9.81515	8.372539	4264911	0.03716	8895658697	76.799211	58911647	76.799211	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-2-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	959222619	609.162434	555	416	272.846438	3789462	0.033018	11635026707	100.0	77053157	100.0	11417774966	99.482934	55554860	0.484049	8042876486	69.126412	53515181	69.452289	11310521072	98.548432	10820316215	94.277283	5758905019	99.014261	150.054194	151	151	8.087607	2037088	0.035373	1876638	0.032587	5816237932	100.0	38518132	100.0	5736390507	99.609049	20637874	0.358365	4273775922	73.480074	28400554	73.732947	5714648639	99.231514	5538456900	96.172048	36298915	0.624096	920111	2.388774	0	0.0	0	0.0	0	0.0	5816237932	38518132	5718214269	98.271556	149.184449	151	151	11.266145	2227823	0.03896	1912824	0.033451	5818788775	100.0	38535025	100.0	5681384459	99.355921	34916986	0.610627	3769100564	64.774659	25114627	65.173506	5595872433	97.860489	5281859315	92.369035	69589759	1.195949	1697099	4.404043	0	0.0	0	0.0	15233	0.03953	5818788775	38535025	105888674	0.910085	2617210	3.396629	38519792	77053157	37441166	97.16139	77053157	100.0	0	0.0	0	0.0	0	0.0	76708662	99.552913	17797015	58911647	76.455851	1569883217	4179235	188747	10815	0.000349	0.006089	0.134819	2103329	0.067852	50.64342	1393442	0.044952	853161	0.027522	629698	0.020314	492479	33287	0.001074	0.015887	395601	0.012762	323733	0.010443	0.852523	1	94.658936	76708662	0	0	76708662	76631796	77053157	11635026707	77053157
20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-3-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11493294903	98.669547	149.651892	151	151	9.682732	8.199479	4303633	0.037445	8940427479	77.093719	59208129	77.093719	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-3-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-3-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	944034632	606.749365	553	408	271.231565	3774568	0.032841	11648269709	100.0	77140859	100.0	11434770907	99.490799	54749428	0.47636	8077646285	69.346319	53739994	69.66476	11332285739	98.599104	10856944634	94.463291	5765970947	99.027242	150.063576	151	151	8.034862	2059839	0.035724	1850604	0.032095	5822610887	100.0	38560337	100.0	5743794495	99.615391	20325848	0.352514	4299267561	73.837453	28568413	74.08756	5723475752	99.263	5553874854	96.321589	35980724	0.617948	915748	2.374844	0	0.0	0	0.0	0	0.0	5822610887	38560337	5727323956	98.312039	149.239705	151	151	11.07464	2243794	0.039177	1923964	0.033593	5825658822	100.0	38580522	100.0	5690976412	99.365366	34423580	0.601041	3778378724	64.857535	25171581	65.244273	5608809987	97.930727	5303069780	92.592454	67554271	1.159599	1657232	4.295515	0	0.0	0	0.0	15030	0.038957	5825658822	38580522	103534995	0.888844	2572980	3.335431	38565492	77140859	37529484	97.275729	77140859	100.0	0	0.0	0	0.0	0	0.0	76800198	99.558391	17592069	59208129	76.753266	1559349806	4121880	191565	10581	0.000341	0.00618	0.132969	2070739	0.066801	50.30351	1372094	0.044263	849599	0.027407	622840	0.020092	487638	32854	0.00106	0.015731	389682	0.012571	322080	0.01039	0.842915	1	90.526048	76800198	0	0	76800198	76725822	77140859	11648269709	77140859
20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-4-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11516257254	98.656376	149.636867	151	151	9.719556	8.485453	4321749	0.037527	9007398244	77.50856	59651644	77.50856	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-4-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-4-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	967375205	602.123009	549	426	267.844691	3823305	0.033199	11673099847	100.0	77305297	100.0	11455980008	99.47659	56453941	0.490211	8049890302	68.961034	53555357	69.277733	11345669513	98.518722	10843459367	94.157842	5778003506	99.018192	150.061997	151	151	8.027759	2070507	0.035834	1880365	0.032544	5835294887	100.0	38644337	100.0	5755199411	99.605329	20923730	0.362127	4279548388	73.339025	28437127	73.58679	5732331992	99.209562	5550630841	96.064858	36116953	0.61894	926046	2.39633	0	0.0	0	0.0	0	0.0	5835294887	38644337	5738253748	98.294715	149.211219	151	151	11.143117	2251242	0.039232	1942940	0.033859	5837804960	100.0	38660960	100.0	5700780597	99.346959	35530211	0.619182	3770341914	64.584924	25118230	64.970528	5613337521	97.823097	5292828526	92.237617	68791606	1.178381	1698531	4.393401	0	0.0	0	0.0	15642	0.040459	5837804960	38660960	104908559	0.898721	2624577	3.39508	38645318	77305297	37575952	97.193531	77305297	100.0	0	0.0	0	0.0	0	0.0	76961363	99.555096	17309719	59651644	77.163721	1536894754	4155955	188446	10095	0.000326	0.006079	0.134068	2096063	0.067617	49.579105	1391660	0.044894	849581	0.027407	626534	0.020212	488572	32791	0.001058	0.015761	389700	0.012571	322024	0.010388	0.829039	0	92.425025	76961363	0	0	76961363	76885886	77305297	11673099847	77305297
20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11486659200	98.650669	149.626507	151	151	9.760653	8.458922	4299622	0.037431	8904993517	76.819497	58973467	76.819497	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-5-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	975819462	606.214993	553	430	269.957886	3778949	0.032899	11643772174	100.0	77111074	100.0	11425975428	99.471702	56904823	0.495399	8005331588	68.752046	53262748	69.072761	11312889892	98.487208	10804825707	94.064127	5763977368	99.026486	150.068975	151	151	7.998557	2068933	0.035894	1859860	0.032267	5820642149	100.0	38547299	100.0	5741133267	99.603675	20984241	0.364058	4258135877	73.155775	28295118	73.403633	5717467660	99.193097	5533006423	95.992855	35759586	0.614358	918774	2.383498	0	0.0	0	0.0	0	0.0	5820642149	38547299	5722681832	98.275014	149.183475	151	151	11.234381	2230689	0.03898	1919089	0.033535	5823130025	100.0	38563775	100.0	5684842161	99.338777	35920582	0.627688	3747195711	64.350198	24967630	64.743739	5595422232	97.776224	5271819284	92.121481	69681943	1.196641	1717931	4.454779	0	0.0	0	0.0	15668	0.040629	5823130025	38563775	105441529	0.905562	2636705	3.41936	38548107	77111074	37476785	97.181318	77111074	100.0	0	0.0	0	0.0	0	0.0	76768879	99.556231	17795412	58973467	76.478596	1568357401	4236976	192257	10506	0.000339	0.006202	0.136682	2120914	0.068419	50.594125	1400396	0.045176	851381	0.027465	627850	0.020254	488731	33189	0.001071	0.015766	391410	0.012627	323772	0.010445	0.852384	1	95.383461	76768879	0	0	76768879	76691424	77111074	11643772174	77111074
20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11503259338	98.660361	149.637689	151	151	9.731752	8.187784	4316387	0.037523	8960768689	77.194863	59342839	77.194863	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-6-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	955454124	607.381964	553	416	272.062734	3797046	0.033008	11659453977	100.0	77214927	100.0	11444059129	99.485361	55403163	0.48163	8069875087	69.213148	53690807	69.534233	11338131813	98.564515	10850506890	94.3255	5771391503	99.016645	150.055151	151	151	8.075052	2077870	0.036003	1866147	0.032334	5828708418	100.0	38600718	100.0	5748817174	99.608858	20708182	0.358807	4282219138	73.467719	28456089	73.719067	5726809687	99.227538	5550002576	96.164029	36340599	0.623476	926469	2.400134	0	0.0	0	0.0	0	0.0	5828708418	38600718	5731867835	98.304201	149.219688	151	151	11.130874	2238517	0.039054	1930899	0.033687	5830745559	100.0	38614209	100.0	5695241955	99.361013	34694981	0.6053	3787655949	64.960062	25234718	65.350861	5611322126	97.896921	5300504314	92.474294	68385841	1.172849	1682912	4.358271	0	0.0	0	0.0	14571	0.037735	5830745559	38614209	104726440	0.898211	2609381	3.379374	38599638	77214927	37567400	97.289058	77214927	100.0	0	0.0	0	0.0	0	0.0	76874078	99.558571	17531239	59342839	76.854102	1555462994	4144026	188622	10330	0.000333	0.006085	0.133683	2084187	0.067234	50.178106	1385968	0.04471	846899	0.02732	621692	0.020055	484617	32962	0.001063	0.015633	388263	0.012525	318491	0.010274	0.839808	1	89.657693	76874078	0	0	76874078	76797940	77214927	11659453977	77214927
20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11393494349	98.629428	149.602832	151	151	9.855842	8.482448	4255798	0.037353	8821833589	76.712262	58422739	76.712262	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-7-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	950462232	605.802872	552	426	269.871337	3762705	0.033025	11551820422	100.0	76502122	100.0	11334279336	99.480273	55452308	0.486702	7960225098	68.908837	52968840	69.238393	11228201454	98.549234	10745469882	94.312329	5717343004	99.009665	150.045712	151	151	8.11499	2031267	0.035528	1844622	0.032264	5774530222	100.0	38241922	100.0	5694828106	99.6062	20670276	0.361536	4228847964	73.232762	28102708	73.486652	5673209232	99.228072	5499576256	96.19112	36362204	0.6297	926686	2.42322	0	0.0	0	0.0	0	0.0	5774530222	38241922	5676151345	98.249372	149.159373	151	151	11.316803	2224531	0.039191	1918083	0.033792	5777290200	100.0	38260200	100.0	5639451230	99.353433	34782032	0.612775	3731377134	64.586978	24866132	64.992164	5554992222	97.865471	5245893626	92.419904	70043727	1.212398	1717687	4.489488	0	0.0	0	0.0	15882	0.04151	5777290200	38260200	106405931	0.921118	2644373	3.456601	38244318	76502122	37164722	97.136769	76502122	100.0	0	0.0	0	0.0	0	0.0	76158280	99.550546	17735541	58422739	76.367475	1564222375	4178359	193845	10739	0.000346	0.006253	0.134791	2109746	0.068059	50.460754	1398423	0.045112	857611	0.027666	627452	0.020241	497084	33174	0.00107	0.016036	398265	0.012848	324713	0.010475	0.84935	1	95.689426	76158280	0	0	76158280	76079582	76502122	11551820422	76502122
20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent	sent	11605486957	98.651915	149.637134	151	151	9.753204	8.160438	4368889	0.037645	9056265015	77.330032	59975265	77.330032	0	0.0	results/day/hg38/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ/align/sent/dmd/20260507-LH01106-0005-A23K3JVLT4-s74478-23ame-ilmn-1-bylane-8-D0-PCR-FREE-ILMN-NOVASEQ.sent.dmd.cram	921042707	605.819623	552	433	271.496169	3822667	0.032938	11764076743	100.0	77907793	100.0	11548667413	99.510408	52996877	0.456654	8270245595	70.300847	55027198	70.631186	11455050003	98.703743	11008853405	94.859039	5821995052	99.000752	150.040962	151	151	8.140546	2094149	0.03597	1887808	0.032425	5880758420	100.0	38945420	100.0	5799997155	99.622159	20110089	0.345416	4372434210	74.351536	29056665	74.608683	5781851235	99.31048	5623719099	96.594364	37213252	0.632797	941700	2.417999	0	0.0	0	0.0	0	0.0	5880758420	38945420	5783491905	98.303229	149.232807	151	151	11.121617	2274740	0.039332	1934859	0.033455	5883318323	100.0	38962373	100.0	5748670258	99.397913	32886788	0.568632	3897811385	66.251921	25970533	66.655419	5673198768	98.092966	5385134306	93.112161	68487274	1.164093	1667012	4.278518	0	0.0	0	0.0	15465	0.039692	5883318323	38962373	105700526	0.898503	2608712	3.348461	38946908	77907793	37908928	97.29625	77907793	100.0	0	0.0	0	0.0	0	0.0	77557533	99.550417	17582268	59975265	76.982369	1557529593	4201460	194490	10604	0.000342	0.006274	0.135536	2125059	0.068553	50.244793	1404867	0.04532	856894	0.027643	628438	0.020273	490897	32818	0.001059	0.015836	394426	0.012724	324824	0.010479	0.84219	1	89.79155	77557533	0	0	77557533	77481498	77907793	11764076743	77907793
